time,tot_INT,tot_IE,tot_IMS,tot_reduced,num_INT,num_IE,num_IMS,num_INT_IE,num_INT_IMS,num_IE_IMS
3.0,860.9404525518883,2738.512771437101,698.4675717306859,203.6632190266215,1409,2265,362,236,1,0
4.0,822.0143775831901,2659.2938824179173,698.1516817358391,322.1240730093422,1324,2144,362,350,1,0
0.0,860.9514796373481,2884.442004974121,688.7703433155511,0.0,1381,2543,362,5,1,0
1.0,904.1254319175501,2841.2680526939203,688.7703433155511,0.0,1381,2543,362,5,1,0
2.0,876.9405565378065,2781.2210385056164,688.7703433155511,87.23188956804645,1383,2456,362,90,1,0
3.0,849.5671965796151,2697.926234733141,688.7703433155511,197.90005329871417,1378,2315,362,220,1,0
4.0,803.0579733825167,2626.5375942754467,687.4229222923285,317.1453379767245,1287,2192,362,341,1,0
5.0,930.4348147740664,2554.7780404240734,686.8971163093461,261.343124226954,1095,2109,359,423,4,0
0.0,866.0579903013338,2905.3594019451293,697.718546146189,0.0,1381,2543,362,5,1,0
1.0,905.1402413077736,2866.2771509386903,697.718546146189,0.0,1381,2543,362,5,1,0
2.0,873.7176703447774,2806.4853519581325,697.718546146189,91.21436994355325,1381,2468,362,80,1,0
3.0,850.9988825642663,2729.097747430264,697.718546146189,191.32076225193313,1366,2374,362,171,1,0
4.0,800.2593524518232,2665.2048118309995,697.718546146189,305.9532279636401,1307,2223,362,319,1,0
0.0,846.2693156814778,2919.631687610081,696.8788314659423,0.0,1381,2543,362,5,1,0
1.0,906.2693842247497,2859.631619066808,696.8788314659423,0.0,1381,2543,362,5,1,0
2.0,904.6053332878301,2780.3405441741106,696.8788314659423,80.9551258296158,1426,2321,362,182,1,0
3.0,872.8714748650727,2699.1790409907167,696.4380701179292,194.2912487837815,1421,2210,362,282,1,0
4.0,813.659890445905,2628.104457412986,696.4380701179292,324.5774167806812,1351,2110,362,368,1,0
4.0,813.659890445905,2628.104457412986,696.4380701179292,324.5774167806812,1178,2008,362,456,1,0
0.0,852.8871075286563,2932.869745548674,691.4375961617095,0.0,1382,2543,362,4,1,0
1.0,907.6030805571438,2878.153772520183,691.4375961617095,0.0,1382,2543,362,4,1,0
2.0,894.0401609555753,2803.5822521224095,691.4375961617095,88.13443999933897,1411,2364,362,154,1,0
3.0,861.4929384910516,2720.4111741706492,691.1008143103661,204.1895222669672,1404,2248,362,262,1,0
4.0,830.2739846110717,2642.406188127838,690.7188883652668,313.79538813485686,1324,2078,362,416,1,0
0.0,857.2542548696879,2899.7793590646484,694.8908837763306,0.0,1381,2543,362,5,1,0
1.0,901.9442406940764,2855.089373240258,694.8908837763306,0.0,1381,2543,362,5,1,0
2.0,874.2795344567114,2784.302702636361,694.8908837763306,98.45137684126284,1383,2433,362,113,1,0
3.0,843.9577170366671,2704.765256845808,694.8908837763306,208.31064005185755,1372,2316,362,222,1,0
4.0,812.0678333809462,2626.4772559109397,694.5750264554122,318.80438196336064,1305,2234,362,294,1,0
0.0,848.9222565617141,2930.000636362555,704.7124201065949,0.0,1381,2543,362,5,1,0
1.0,883.8112754302609,2895.111617494007,704.7124201065949,0.0,1381,2543,362,5,1,0
2.0,863.3186904600196,2832.2442512135135,704.7124201065949,83.35995125073143,1381,2483,362,65,1,0
3.0,836.9305422330237,2749.493486670317,704.7124201065949,192.498864020921,1365,2310,362,221,1,0
4.0,782.0132338597889,2687.208812445805,704.7124201065949,309.7008466186695,1289,2201,362,327,1,0
0.0,855.6386558545016,2876.6321428052947,704.730060769628,0.0,1381,2543,362,5,1,0
1.0,905.5155068260729,2827.1182357839907,704.3671168193588,0.0,1381,2543,362,5,1,0
2.0,900.8589688929578,2752.268170486264,704.3671168193588,79.50660323084143,1396,2401,362,132,1,0
3.0,868.107584623444,2671.944006355061,703.9739427812524,192.9753256696627,1374,2310,362,216,1,0
4.0,824.8977648004145,2595.0909239129855,702.8668787441222,314.145291971895,1298,2173,362,347,1,0
0.0,871.169987741077,2917.2993761266657,701.94945163699,0.0,1381,2543,362,5,1,0
1.0,912.8040359502577,2875.6653279174807,701.94945163699,0.0,1381,2543,362,5,1,0
2.0,895.1733153312443,2806.3407248028893,701.94945163699,86.95532373360064,1385,2443,362,101,1,0
3.0,865.9213833208654,2730.1618312835994,701.4425956428299,192.89300525742917,1398,2241,363,268,0,0
4.0,826.2847773998745,2651.755453119236,701.1056423780208,311.27294260759066,1313,2149,362,358,1,0
0.0,845.3087184610855,2951.8822320740524,693.9038898794516,0.0,1381,2543,362,5,1,0
1.0,880.3947710966664,2916.7961794384723,693.9038898794516,0.0,1381,2543,362,5,1,0
2.0,867.8074285359672,2846.6530443273323,693.9038898794516,82.73047767183986,1382,2478,362,69,1,0
3.0,846.2916406491322,2762.853238631713,693.9038898794516,188.0460712542941,1377,2314,362,223,1,0
4.0,804.8472339854317,2689.294832878403,693.9038898794516,303.04888367129695,1300,2202,362,332,1,0
0.0,856.8523077495506,2960.9791513759906,698.9340886184717,0.0,1381,2543,362,5,1,0
1.0,905.8977853440172,2911.933673781522,698.9340886184717,0.0,1381,2543,362,5,1,0
2.0,892.5904772689576,2840.541166882464,698.9340886184717,84.69981497411656,1381,2441,362,107,1,0
2.0,910.8085830666564,2811.280003291822,698.9340886184717,95.74287276705783,1366,2337,362,209,1,0
2.0,926.9985826208883,2787.4090069134036,698.5551935522516,103.80276465746368,1365,2288,362,258,1,0
0.0,861.9999468284616,2905.910907863473,698.0080767051383,0.0,1382,2543,362,4,1,0
1.0,910.383919675777,2857.526935016156,698.0080767051383,0.0,1382,2543,362,4,1,0
2.0,882.9993942433935,2792.5358165157245,698.0080767051383,92.37564393281924,1389,2416,362,124,1,0
3.0,840.8583685860992,2728.5775112833326,698.0080767051383,198.47497482250444,1371,2295,362,239,1,0
4.0,803.6354707041486,2657.0644095857187,698.0080767051383,307.2109744020654,1293,2232,362,294,1,0
0.0,867.2263797701391,2976.4725500521204,700.7116241717771,0.0,1381,2543,362,5,1,0
1.0,913.4911641363198,2930.207765685935,700.7116241717771,0.0,1381,2543,362,5,1,0
2.0,901.7661439433583,2860.538080843528,700.7116241717771,81.39470503536678,1387,2432,362,110,1,0
3.0,868.786282251869,2784.745313189788,700.7116241717771,190.16733438059532,1378,2318,362,221,1,0
4.0,820.98757283748,2709.8396052575854,699.9449302291616,313.63844566980447,1303,2214,362,322,1,0
0.0,845.7160184944408,2868.3282093426997,704.6561281154474,0.0,1382,2543,362,4,1,0
1.0,901.8170863641268,2812.227141473014,704.6561281154474,0.0,1382,2543,362,4,1,0
0.0,846.7235429081823,2906.701905306074,697.9004620727285,0.0,1382,2543,362,4,1,0
0.0,875.3486576280642,2935.664929701017,704.3102668307363,0.0,1381,2543,362,5,1,0
0.0,843.0927364496025,2977.02830625163,699.7554855330759,0.0,1381,2543,362,5,1,0
1.0,887.1229401923432,2932.99810250889,699.7554855330759,0.0,1381,2543,362,5,1,0
2.0,864.5663015553296,2870.975529576894,699.7554855330759,84.57921156900832,1381,2454,362,94,1,0
0.0,837.2909073469707,2918.9416584205164,699.0659346560343,0.0,1382,2543,362,4,1,0
0.0,872.8605737036239,2927.614393124097,699.2130435481391,0.0,1381,2543,362,5,1,0
1.0,921.1624856563044,2879.3124811714138,699.2130435481391,0.0,1381,2543,362,5,1,0
2.0,902.8202988999737,2812.9707278483834,699.2130435481391,84.68394007935767,1382,2458,362,89,1,0
3.0,880.4099398705141,2729.375525085309,699.2130435481391,190.6895018718927,1378,2345,362,197,1,0
4.0,840.2934538143892,2657.109404289784,699.2130435481391,303.07210872354256,1310,2242,362,299,1,0
0.0,850.4639098867593,2892.568532421641,690.7906243386656,0.0,1381,2543,362,5,1,0
1.0,900.4112115968693,2842.6212307115316,690.7906243386656,0.0,1381,2543,362,5,1,0
2.0,894.8314673246637,2771.321846162633,690.7906243386656,76.87912882110007,1381,2451,362,97,1,0
3.0,861.4288147040745,2701.932245914453,690.7906243386656,179.67138168987026,1376,2296,363,246,0,0
4.0,823.6408479983737,2629.3249145653226,690.7906243386656,290.06667974470315,1305,2221,363,320,0,0
5.0,926.4211227528876,2561.0591844296305,690.3889437431183,255.95381572142966,1118,2142,363,396,0,0
0.0,862.56968336022,2915.9927982315307,704.4539228709356,0.0,1381,2543,362,5,1,0
1.0,911.0962724451351,2867.951475037464,703.9686569800864,0.0,1381,2543,362,5,1,0
2.0,901.1432685551295,2787.8522562952244,703.9686569800864,90.05222263224499,1381,2447,362,101,1,0
3.0,877.564129144432,2705.2867831853837,703.9686569800864,196.19683515278354,1388,2268,362,260,1,0
4.0,835.5559589737705,2629.331314851331,703.1884354276921,314.9406952098909,1317,2144,362,380,1,0
0.0,838.14848228442,2947.324581336251,697.7798536227588,0.0,1381,2543,362,5,1,0
1.0,886.4770701385045,2898.9959934821663,697.7798536227588,0.0,1381,2543,362,5,1,0
2.0,874.5536588930626,2823.1581505875424,697.7798536227588,87.76125414006253,1381,2459,362,89,1,0
3.0,853.1355310068362,2740.658724305212,697.7798536227588,191.67880830861878,1386,2239,362,288,1,0
4.0,810.1729261035745,2673.101233035248,697.7798536227588,302.1989044818437,1317,2154,362,372,1,0
0.0,847.1643123348263,2938.432523371832,699.459273175734,0.0,1381,2543,362,5,1,0
1.0,892.6892396840841,2892.907596022573,699.459273175734,0.0,1381,2543,362,5,1,0
2.0,872.4558719115425,2823.913736173783,699.459273175734,89.22722762132987,1381,2453,362,95,1,0
3.0,845.9925776758228,2745.765968991389,699.459273175734,193.8382890394433,1364,2369,362,177,1,0
0.0,860.9247124997365,2923.360830973092,696.9443289695946,0.0,1381,2543,362,5,1,0
1.0,910.7040419220344,2873.5815015507937,696.9443289695946,0.0,1381,2543,362,5,1,0
2.0,913.4412581288848,2792.771679338953,696.9443289695946,78.07260600499403,1413,2369,362,147,1,0
3.0,882.6443699096984,2715.463881202673,696.9443289695946,186.17729236045918,1408,2266,362,241,1,0
4.0,837.8338107801576,2641.2308691796356,696.0250518679838,306.14014061464513,1336,2193,363,305,0,0
0.0,848.2107430337993,2924.177621591489,695.8771014064038,0.0,1381,2543,362,5,1,0
1.0,888.1038834876422,2884.284481137648,695.8771014064038,0.0,1381,2543,362,5,1,0
2.0,873.5931439155447,2808.7197748679237,695.8771014064038,90.07544584181936,1381,2469,362,79,1,0
3.0,833.659676298321,2737.373826316536,695.8771014064038,201.35486201043122,1368,2316,362,224,1,0
4.0,786.9649799490247,2669.4773747693475,695.016481379486,316.80662993383686,1308,2155,362,367,1,0
0.0,866.9091587257484,2938.417753203501,693.0567640956216,0.0,1381,2543,362,5,1,0
1.0,912.2767975908338,2893.050114338413,693.0567640956216,0.0,1381,2543,362,5,1,0
2.0,886.3001589081247,2828.9180320302576,693.0567640956216,90.10872099086357,1381,2439,362,109,1,0
3.0,855.1805983471924,2744.8566765443934,693.0567640956216,205.28963703766019,1363,2343,362,204,1,0
4.0,814.1143105020192,2672.3755427921888,693.0567640956216,318.8370586350348,1281,2217,362,323,1,0
0.0,845.9644003855016,2909.416710708216,694.8994461405988,0.0,1381,2543,362,5,1,0
1.0,891.6374407130577,2863.7436703806616,694.8994461405988,0.0,1381,2543,362,5,1,0
2.0,880.6355904777363,2791.6960626003124,694.8994461405988,83.04945801566973,1385,2448,362,96,1,0
3.0,854.6803570414295,2711.491088514063,694.8994461405988,189.2096655382254,1370,2322,362,218,1,0
4.0,823.4260633541859,2634.313104921665,694.5588654521042,297.98252350635687,1291,2188,362,349,1,0
0.0,879.5214180644347,2899.3289362279093,695.6770019807723,0.0,1382,2543,362,4,1,0
1.0,911.4676397649113,2867.382714527429,695.6770019807723,0.0,1382,2543,362,4,1,0
2.0,878.9756963140351,2806.630695508926,695.6770019807723,93.243962469378,1383,2489,362,57,1,0
3.0,852.4729899636704,2731.230301782784,695.6770019807723,195.1470625458866,1361,2377,362,169,1,0
4.0,808.9650100661837,2660.188986219912,694.4806513017859,310.8927086852249,1289,2209,362,331,1,0
0.0,869.6778702239699,2980.46287667487,691.8997090556499,0.0,1381,2543,362,5,1,0
1.0,911.1162767010075,2939.0244701978318,691.8997090556499,0.0,1381,2543,362,5,1,0
2.0,891.0485926960812,2869.9477180801423,691.8997090556499,89.14443612261292,1383,2452,362,94,1,0
3.0,850.5206662421889,2799.163906818638,691.8997090556499,200.456173838005,1371,2358,362,184,1,0
0.0,876.3827212236035,2917.8829286364453,706.3298399372339,0.0,1382,2543,362,4,1,0
1.0,923.3180276045124,2870.9476222555363,706.3298399372339,0.0,1382,2543,362,4,1,0
2.0,908.2757015507757,2798.2753249961843,706.3298399372339,87.71462331309019,1386,2424,362,119,1,0
3.0,878.7370219555028,2715.166214146117,706.3298399372339,200.36241375842434,1383,2269,363,266,0,0
4.0,838.3597814368945,2633.4759553745903,706.3298399372339,322.4299130485648,1312,2097,363,424,0,0
0.0,864.2078635349868,2939.9629712001247,693.9548497813139,0.0,1381,2543,362,5,1,0
1.0,911.7362813648667,2892.4345533702435,693.9548497813139,0.0,1381,2543,362,5,1,0
2.0,895.910566402324,2822.613401784972,693.9548497813139,85.64686654781211,1384,2435,362,110,1,0
3.0,874.7412055578894,2737.528945120872,693.6189053147085,192.23662852295791,1371,2354,362,187,1,0
4.0,846.5788907247878,2657.237048642284,692.6680160933172,301.6417290560375,1322,2157,362,367,1,0
0.0,844.3998332245459,2937.816403614139,697.1031954899378,0.0,1381,2543,362,5,1,0
1.0,887.2741037266034,2894.9421331120807,697.1031954899378,0.0,1381,2543,362,5,1,0
2.0,880.5060363054827,2823.0462133447004,697.1031954899378,78.66398718849925,1385,2426,362,118,1,0
3.0,846.7373034462479,2749.563605874301,697.1031954899378,185.91532751813293,1369,2334,362,207,1,0
4.0,817.7400072926017,2669.8120885670137,696.5334256667512,295.2339108022523,1287,2219,362,319,1,0
0.0,860.2787119070406,2938.119907964134,695.8533709186811,0.0,1381,2543,362,5,1,0
1.0,906.9051854907018,2891.493434380473,695.8533709186811,0.0,1381,2543,362,5,1,0
2.0,897.7707672186555,2817.3336352133483,695.8533709186811,83.29421743917442,1387,2424,362,118,1,0
3.0,865.3132124085656,2741.7865757894738,695.8533709186811,191.29883167313395,1374,2330,362,208,1,0
4.0,825.8433338815047,2667.4623645413835,695.8533709186811,305.09292144828134,1294,2251,362,282,1,0
0.0,861.9719957455767,2932.696143379772,706.4724667587936,0.0,1381,2543,362,5,1,0
1.0,907.9010947250295,2886.767044400319,706.4724667587936,0.0,1381,2543,362,5,1,0
2.0,878.9587776791499,2819.679916398434,706.4724667587936,96.02944504776075,1382,2465,362,82,1,0
3.0,842.0555157804953,2744.8772094234905,706.4724667587936,207.7354139213567,1376,2335,362,207,1,0
4.0,802.8551138774745,2675.875900360333,705.4190219913949,316.9905696549335,1304,2190,363,346,0,0
0.0,859.2545026668756,2897.7329278171774,696.7096408448612,0.0,1382,2543,362,4,1,0
1.0,905.76066339993,2851.2267670841256,696.7096408448612,0.0,1382,2543,362,4,1,0
2.0,886.946123863076,2775.68024456858,696.7096408448612,94.36106205240206,1389,2419,362,121,1,0
3.0,851.945025393846,2693.187892375013,696.7096408448612,211.85451271519744,1377,2311,362,226,1,0
4.0,820.771548663363,2611.6475909125643,696.7096408448612,324.56829090812954,1307,2126,362,386,1,0
0.0,852.504924456217,2913.6511559711407,698.0598183094932,0.0,1381,2543,362,5,1,0
1.0,903.7768103694862,2862.3792700578647,698.0598183094932,0.0,1381,2543,362,5,1,0
2.0,902.5734797039419,2781.926144954137,698.0598183094932,81.65645576927092,1400,2384,362,145,1,0
3.0,866.8242677000857,2705.8463005118656,697.5512137596046,193.99411676528882,1395,2260,362,262,1,0
4.0,818.6459969253011,2630.5556631484505,697.1372670888646,317.8769715742328,1305,2175,361,345,2,0
5.0,925.0816525943515,2555.3175439022825,696.5328722923292,287.28382994788126,1144,2075,360,436,3,0
0.0,844.1754436867965,2946.136117245063,701.86517738568,0.0,1382,2543,362,4,1,0
1.0,892.729967932006,2897.9097873836104,701.5369830019213,0.0,1382,2543,362,4,1,0
2.0,879.4761372160141,2823.2153171575137,701.5369830019213,87.9483009420869,1411,2383,361,135,2,0
3.0,859.4393785350597,2735.5393823092436,701.5369830019213,195.66099447131288,1408,2285,361,229,2,0
4.0,818.7205919223775,2654.8268324202363,700.9405783860432,317.6887355888815,1328,2177,362,334,1,0
0.0,852.6488493706074,2996.0481154647946,689.1136974522666,0.0,1382,2543,362,4,1,0
1.0,910.8524167511002,2937.844548084297,689.1136974522666,0.0,1382,2543,362,4,1,0
2.0,898.6094865711796,2863.6829950203505,689.1136974522666,86.40448324386772,1416,2337,362,176,1,0
3.0,859.0617656461727,2788.915409123733,689.1136974522666,200.71979006549168,1406,2222,362,284,1,0
4.0,810.2410823811472,2711.7922046039666,687.4606048458238,328.3167704567259,1336,2153,362,341,1,0
0.0,846.6265756914266,2940.1955342652545,701.1498616422082,0.0,1381,2543,362,5,1,0
1.0,896.0095399302791,2890.812570026403,701.1498616422082,0.0,1381,2543,362,5,1,0
2.0,868.9677144602873,2828.7036134969435,701.1498616422082,89.15078199944985,1410,2372,362,147,1,0
3.0,842.9586632533337,2744.48343253958,701.1498616422082,199.38001416376304,1401,2313,362,191,1,0
4.0,809.1068125890823,2666.779895905475,700.0381204034145,312.0471427009133,1344,2160,362,335,1,0
0.0,862.2854431447043,2958.599171474466,706.857650629273,0.0,1381,2543,362,5,1,0
1.0,907.2258262403076,2913.658788378861,706.857650629273,0.0,1381,2543,362,5,1,0
2.0,895.240072156101,2836.3576922612697,706.857650629273,89.28685020179299,1385,2436,362,108,1,0
3.0,869.4089400652255,2752.275192728645,706.857650629273,199.2004818252929,1378,2297,362,239,1,0
4.0,830.9313731399947,2677.0551902306465,705.978798310023,313.77690356777174,1310,2224,362,307,1,0
4.0,830.9313731399947,2677.0551902306465,705.978798310023,313.77690356777174,1149,2123,360,405,3,0
0.0,865.7108927358523,2913.1111635796865,698.3805381191438,0.0,1381,2543,362,5,1,0
1.0,909.1038054500968,2869.718250865439,698.3805381191438,0.0,1381,2543,362,5,1,0
2.0,880.4863037170335,2807.657905036668,698.3805381191438,90.67784756183441,1381,2458,362,90,1,0
3.0,847.2730202395153,2731.4526562464353,698.3805381191438,200.0963798295864,1365,2326,362,214,1,0
4.0,820.3017695136069,2652.00228353148,697.5818160455915,307.31672534399803,1286,2241,362,296,1,0
0.0,843.7517679371954,2931.8954628303977,693.5704302080795,0.0,1381,2543,362,5,1,0
1.0,885.4356149881341,2890.211615779458,693.5704302080795,0.0,1381,2543,362,5,1,0
2.0,880.7069574846546,2811.6818316808312,693.5704302080795,83.25844160210588,1382,2471,362,76,1,0
3.0,861.6961578620468,2728.6127744814353,693.5704302080795,185.3382984241083,1373,2289,362,246,1,0
4.0,817.4025727003019,2658.253652339049,692.7601739222602,300.8012620140561,1294,2186,363,347,0,0
0.0,861.6283067176588,2898.932978312396,701.1186744455764,0.0,1381,2543,362,5,1,0
1.0,923.4098227056031,2837.151462324449,701.1186744455764,0.0,1381,2543,362,5,1,0
2.0,913.6033906040925,2761.6898017102044,701.1186744455764,85.26809271575681,1418,2323,362,188,1,0
3.0,885.5825429450827,2681.982474310412,701.1186744455764,192.99626777456444,1413,2249,362,249,1,0
4.0,833.4498940852664,2610.3535205368203,699.9510086758297,317.9255361777168,1338,2122,362,367,1,0
0.0,857.2625558593015,2914.913274843197,694.4337523284937,0.0,1381,2543,362,5,1,0
1.0,902.372590893396,2869.803239809102,694.4337523284937,0.0,1381,2543,362,5,1,0
0.0,853.7737615620099,2971.905773406289,697.5378020087091,0.0,1381,2543,362,5,1,0
0.0,858.2507503109642,2923.770215758519,690.6585286286906,0.0,1381,2543,362,5,1,0
1.0,903.9987835984422,2878.48144331061,690.1992677891212,0.0,1381,2543,362,5,1,0
2.0,895.4408296520558,2799.77208455601,690.1992677891212,87.2673127009869,1384,2445,362,100,1,0
3.0,858.6150460263259,2729.9805780914035,690.1992677891212,193.88460279132724,1378,2331,362,208,1,0
4.0,829.4831758127235,2655.4023195520163,689.3529964274078,298.4410029060269,1296,2204,362,329,1,0
0.0,888.424570605845,2901.587835466656,695.7086612859041,0.0,1381,2543,362,5,1,0
0.0,867.1517728313717,2935.0626408378766,693.8062747638866,0.0,1381,2543,362,5,1,0
0.0,870.0243231206263,2901.558258889282,706.6179733268168,0.0,1382,2543,362,4,1,0
0.0,871.7789579546013,2936.744229591218,690.1502560139066,0.0,1382,2543,362,4,1,0
0.0,854.0326390570301,2917.55787264929,700.3872706087191,0.0,1381,2543,362,5,1,0
0.0,842.4801869455789,2942.321900865821,687.1571578305217,0.0,1381,2543,362,5,1,0
0.0,850.4762899249697,2889.6009658614225,705.2383443715298,0.0,1381,2543,362,5,1,0
0.0,863.1875788788137,2942.5568537319614,699.1120644711204,0.0,1382,2543,362,4,1,0
0.0,843.9962837005581,2909.7599028101204,696.025637970195,0.0,1381,2543,362,5,1,0
0.0,850.8675970028947,2942.8237923667625,697.7211002087179,0.0,1382,2543,362,4,1,0
0.0,861.9489680251427,2988.9313196525186,691.517502401229,0.0,1381,2543,362,5,1,0
0.0,868.087379563029,2882.166743720048,699.2290233942099,0.0,1381,2543,362,5,1,0
0.0,855.3229215753423,2934.163853391354,698.4972110220721,0.0,1382,2543,362,4,1,0
0.0,850.7683777486204,2958.256152114536,696.9898424844315,0.0,1381,2543,362,5,1,0
0.0,876.382011802347,2929.2684444629463,700.1991544975846,0.0,1381,2543,362,5,1,0
0.0,871.9816517935158,2981.1166406998927,700.939907067838,0.0,1382,2543,362,4,1,0
0.0,865.4774186835648,2882.3300849606044,700.9576689670656,0.0,1381,2543,362,5,1,0
0.0,861.9880912720705,2964.012861921677,702.5441438680816,0.0,1381,2543,362,5,1,0
0.0,865.0407426981723,2900.399230505683,694.0040044270924,0.0,1382,2543,362,4,1,0
0.0,853.4996591605938,2970.39817937738,702.1338091553491,0.0,1382,2543,362,4,1,0
0.0,868.3402831413925,2977.5271503575686,702.9388596217728,0.0,1381,2543,362,5,1,0
0.0,866.2891747020925,2942.899321000747,704.5882434232965,0.0,1381,2543,362,5,1,0
0.0,860.5034338663475,2919.6869485217057,696.3400479654293,0.0,1381,2543,362,5,1,0
1.0,919.0781359810626,2861.11224640699,696.3400479654293,0.0,1381,2543,362,5,1,0
2.0,903.1516345225638,2781.605978376288,696.3400479654293,95.4327694892084,1418,2343,362,168,1,0
3.0,867.1594219469307,2693.630266945204,696.3400479654293,219.40069349592378,1410,2216,362,286,1,0
4.0,817.7752875911372,2621.3389872845332,695.5922915775983,341.8238639002188,1323,2140,362,355,1,0
0.0,858.1087869099207,2896.172096776078,698.5951125055616,0.0,1381,2543,362,5,1,0
1.0,901.2620769431566,2853.018806742843,698.5951125055616,0.0,1381,2543,362,5,1,0
2.0,885.7979503505098,2781.7890048100357,698.5951125055616,86.69392852545234,1382,2462,362,85,1,0
3.0,862.2216913528184,2703.5012578348255,698.5951125055616,188.55793449835357,1370,2297,362,241,1,0
4.0,823.4885453197086,2629.8658618013446,698.242697339119,301.27889173138254,1310,2147,362,381,1,0
0.0,859.8919207402902,2927.0957800823526,699.4598352090642,0.0,1381,2543,362,5,1,0
1.0,902.7145247550219,2884.2731760676197,699.4598352090642,0.0,1381,2543,362,5,1,0
2.0,895.6248908598545,2814.8782463084035,699.4598352090642,76.48456365438139,1383,2462,362,84,1,0
3.0,869.496095157357,2744.8381620637865,699.4598352090642,172.65344360149672,1368,2363,362,181,1,0
4.0,829.303043821673,2667.76648086628,698.6493658723472,290.7286454714039,1306,2253,362,283,1,0
0.0,861.6826741732746,2941.786046257958,700.0506192463043,0.0,1382,2543,362,4,1,0
0.0,854.1097142185911,2965.9473836454868,704.6398346092236,0.0,1381,2543,362,5,1,0
1.0,896.7157417529868,2923.8063395283853,704.1748511919303,0.0,1381,2543,362,5,1,0
2.0,893.3535207974874,2847.621573394245,704.1748511919303,79.54698708963538,1382,2453,362,94,1,0
3.0,870.8105936327128,2766.5227857016184,704.1748511919303,183.18870194703044,1369,2298,362,244,1,0
4.0,828.9954993300722,2685.7902906034005,703.2431943381602,306.6679482016595,1319,2125,362,399,1,0
0.0,873.7815425446234,2898.3411199835205,704.6418105541482,0.0,1381,2543,362,5,1,0
1.0,912.5840966337181,2859.538565894425,704.6418105541482,0.0,1381,2543,362,5,1,0
2.0,893.2326553592301,2794.8181819561933,704.6418105541482,84.07182521271832,1381,2475,362,73,1,0
3.0,845.2532798344579,2740.127572524545,704.6418105541482,186.74181016913823,1362,2378,362,168,1,0
4.0,795.976387780681,2681.7989652903757,704.6418105541482,294.3473094570838,1289,2302,363,243,0,0
0.0,848.1645928576453,2945.31684381298,692.9917100496391,0.0,1381,2543,362,5,1,0
1.0,890.67346449367,2902.807972176955,692.9917100496391,0.0,1381,2543,362,5,1,0
2.0,865.1546923584004,2839.7108757818387,692.9917100496391,88.61586853038682,1383,2459,362,87,1,0
3.0,837.4491496704601,2757.4206708485817,692.9917100496391,198.61161615158343,1377,2317,362,218,1,0
4.0,774.7159757891311,2697.4063251953567,692.9917100496391,321.3591356861364,1293,2238,362,291,1,0
0.0,859.8009346486431,2896.558928599653,698.0144697524759,0.0,1381,2543,362,5,1,0
1.0,462.5359878419942,2896.558928599653,698.0144697524759,397.26494680664825,1381,2543,362,5,1,0
2.0,234.53313155058333,2896.558928599653,698.0144697524759,625.2678030980597,1290,2545,362,3,1,0
3.0,82.80960346668071,2896.558928599653,698.0144697524759,776.9913311819619,990,2547,362,1,1,0
4.0,786.1719215842447,2896.558928599653,698.0144697524759,73.62901306439763,391,2547,363,1,0,0
5.0,864.0538583138332,2887.736708700399,694.9846875359784,7.5937659890608895,1281,2543,362,5,1,0
6.0,878.2354605647492,2878.262972497706,692.5096449490346,4.756440614290046,1371,2522,354,26,9,0
7.0,874.5639984201028,2868.227667668484,691.4283378960291,14.944359853698614,1380,2509,349,39,14,0
8.0,877.8754655162724,2852.3194724936156,687.6904390110824,24.963144020938415,1381,2509,353,39,10,0
9.0,886.1452885360559,2834.6412753242744,685.2322789194968,28.292344216210797,1382,2507,348,40,15,0
10.0,890.5788688192522,2827.5910917155616,681.4951936673573,27.099127188855242,1382,2492,339,55,24,0
11.0,895.7593405097911,2809.0748247458037,677.3992777964188,31.12809183640287,1382,2494,328,53,35,0
12.0,899.8571699324343,2812.376837551155,675.0283328697706,26.099194535056746,1382,2481,324,66,39,0
13.0,901.9210209762952,2818.87356520741,671.7919024573574,20.775046247352638,1382,2472,315,75,48,0
14.0,908.7012861189958,2824.3553813478843,668.0975042088265,12.207363212707634,1382,2479,313,68,50,0
15.0,915.1943357770297,2820.0968696740483,665.0758901151925,12.994439322145219,1382,2485,309,62,54,0
16.0,914.5555898981909,2821.064054795793,662.2349907619966,15.524140483437037,1382,2475,299,72,64,0
17.0,919.3514215637945,2815.720710911895,658.8194684920528,17.178619315031654,1382,2472,292,75,71,0
18.0,920.8939305528335,2817.401114212403,653.6217233525118,18.111349597320235,1382,2473,286,74,77,0
19.0,925.2152462596647,2810.1546882713565,647.5677788387251,22.746397518081256,1382,2482,276,65,87,0
20.0,918.7245899946303,2811.5256374835258,645.2496710051008,25.614541188463242,1382,2479,267,68,96,0
0.0,839.9497828175773,2951.905571451782,707.7960100790257,0.0,1381,2543,362,5,1,0
1.0,465.2019684887246,2951.905571451782,707.7960100790257,374.74781432885277,1381,2543,362,5,1,0
2.0,231.9784584055679,2951.905571451782,707.7960100790257,607.9713244120073,1290,2544,362,4,1,0
3.0,87.38811437990026,2951.905571451782,707.7960100790257,752.5616684376766,981,2546,362,2,1,0
4.0,744.1810069099313,2951.905571451782,707.7960100790257,95.76877590764612,420,2548,363,0,0,0
5.0,845.5684905156427,2939.3267952724036,703.808411443513,10.357510779167423,1266,2543,362,5,1,0
